,BTC-USD,BTC-USD,BTC-USD,ETH-USD,ETH-USD,ETH-USD,USDT-USD,USDT-USD,USDT-USD,BNB-USD,BNB-USD,BNB-USD,USDC-USD,USDC-USD,USDC-USD,XRP-USD,XRP-USD,XRP-USD,ADA-USD,ADA-USD,ADA-USD,DOGE-USD,DOGE-USD,DOGE-USD,SOL-USD,SOL-USD,SOL-USD,TRX-USD,TRX-USD,TRX-USD
,Alpha,Beta,Omega Ratio,Alpha,Beta,Omega Ratio,Alpha,Beta,Omega Ratio,Alpha,Beta,Omega Ratio,Alpha,Beta,Omega Ratio,Alpha,Beta,Omega Ratio,Alpha,Beta,Omega Ratio,Alpha,Beta,Omega Ratio,Alpha,Beta,Omega Ratio,Alpha,Beta,Omega Ratio
Date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-24,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-25,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-26,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-27,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-28,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-29,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-30,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-07-01,0,1,1,-0.00040795997227825124,0.6998556435503611,0.5335631407135046,-0.0001346157098934261,0.011677692517884107,0.45277043003613565,-0.0029113399339158867,0.8648024139169609,0.23009178125835306,-1.3275394956874322e-05,-0.00032487780184607516,0.4613490785754437,-0.00147266726178375,0.36640946001683117,0.3010935174710132,0.003900050563716561,0.9010677493865333,1.9910036556034652,-0.003714325911024249,1.5285111764461683,0.945014956306548,0.004378753157238914,1.8662648830000463,2.2668229102580844,0.01049649508120528,-0.052698217056634224,1.5058501171877554
2024-07-02,0,1,1,0.0005086000405173999,0.7309479484358301,1.1060737887424656,-0.00020041338914938286,0.010292072487409326,0.8904656983432068,-0.00016522864289647874,0.7447664449468449,0.9142624893816015,-1.971559644069138e-05,0.00022735680296735822,0.9131474125477334,0.002502358885335467,0.265518281974481,1.445712895471412,0.00907913524716034,0.4609537650565161,3.626363715271137,-0.0016655981987036277,0.9708150284312819,0.8003938760332608,0.017041113244148223,1.628795324805367,3.2783269925201615,0.00835215923817917,-0.22699199088594957,1.9743274654851615
2024-07-03,0,1,1,-0.0018934079359489663,0.9131336618300123,0.5564310018553537,-6.76198659700799e-05,-0.0002909419290829556,1.1603769086411357,-0.002561752888526083,0.9349429377803291,0.5188629189140845,9.890404498949425e-06,-0.001284798612097131,1.1698315839029416,-1.51354519019269e-05,0.5440419242971185,1.1065695764279455,0.008972749598341209,0.5862918830067138,4.145282478300395,-0.0030570545588455835,1.149262843564151,0.6749543922712026,0.008981474940747816,2.25745137403242,1.4743680866263764,0.006905172147097063,-0.06415545021346807,2.072958045336691
2024-07-04,0,1,1,-0.005261804358067879,1.055797948664307,0.13338075567247815,9.893206409924697e-05,-0.004951279340565952,2.875730397737123,-0.004561609194059787,1.1381510121406746,0.2873213909594285,9.418298842837461e-06,-0.0007046679879506164,2.811419225533501,-0.0024762620431509775,0.9239562902651713,0.785697300941219,0.005701008946296939,1.4041699455870653,1.1243001244603255,-0.009639796320749166,1.5079298252621676,0.19637019962500987,-0.0014340570563941973,1.7980469875560492,0.5277587791489763,0.008318158590883595,0.19416872605359908,4.315455023473826
2024-07-05,0,1,1,-0.007948413670804563,1.0655034328716642,0.09318072769137961,0.000213308923265766,-0.006648223540427078,2.5201429452553747,-0.008007454304054015,1.134175241074204,0.21028827719077553,-4.799183099913315e-06,-7.765908211417777e-05,2.440332738191982,-0.005759682066028527,0.9550578033649179,0.4405546479813796,-0.0005095532531133994,1.409003595633773,0.7350127856868792,-0.006981179304280168,1.5493930142563122,0.31770006703472314,0.011337227560087149,1.7694069228533298,1.3178365910174556,0.006310361531757729,0.20133722484163644,3.567777312721279
2024-07-06,0,1,1,-0.006411444823190166,1.113936583954724,0.11762504395534013,0.00020985342761165537,-0.006545672423345023,1.6984208409871824,-0.002072714584057127,1.3522640329758469,0.6237393275835417,1.7784167263859282e-05,0.00011047751283606522,1.6649463484630964,0.0004071562382230408,1.1730796206498328,0.9308884003088689,0.005846213252437257,1.588739476923275,1.1836904192068904,0.0024958858800979474,1.840926939233075,0.8368954265541625,0.016059733198264415,1.86414522837692,1.7974302546101106,0.0066661889719186245,0.24577053690500836,2.883814129592809
2024-07-07,0,1,1,-0.0034469169616899963,1.1538156225150686,0.1375832885886551,0.0001610329362709047,-0.0026588327778977313,4.6470711360393455,0.001895864151435979,1.562317513933232,0.4896723117745611,-1.3216823731658666e-05,-0.0005493087310124827,4.522015926807247,0.0076703241270840265,1.5251676712440525,0.9160719808621431,0.01478060390514322,1.915760487591423,1.0081219253611131,0.012509734715313775,2.219897838682522,0.6342813348851507,0.02237266019781485,2.196579287921008,1.1671746686086761,0.010676200662579398,0.643252458782333,23.476894096178956
2024-07-08,0,1,1,-0.000303288336322545,1.2358985479819022,0.45972577016385635,5.518702800951643e-05,-0.0046836706823012025,3.2677813561906377,0.008011298774084397,1.6921946682365379,0.8514126064889761,-8.807868754188162e-06,-0.00039885136117386906,3.2424898398215234,0.008722747652324635,1.5370870638444827,1.125620633383242,0.017946672845615103,2.0056912851285142,1.2345369613634067,0.014134577753010916,2.2216417616842077,0.8187666565384374,0.028102206032281828,2.297447528622649,1.5089408456643159,0.006380167921658358,0.5557800943031204,11.7438925446089
2024-07-09,0,1,1,-0.004063688047749632,1.1775794145433482,0.28274323728463097,0.00018809703594275932,-0.0038667943032078917,1.9685305038075287,-0.0010777595212205435,1.5307422637626715,0.5765964286944127,1.2155134199541919e-05,-0.00010888087299447742,1.9430317899407545,-0.0014365340244271337,1.3889170173670835,0.5282093733928751,0.002953235806922961,1.8038098152672077,0.7369305765722971,-0.0019956068856485654,1.9163582222285909,0.5136389033353742,0.008557123891542666,1.9985427632422887,0.9763185697604868,0.00686083845872615,0.6144945537313302,9.761979856881661
2024-07-10,0,1,1,-0.001293339281545668,1.193384223187286,0.6658780387374551,0.00012728993753242885,-0.003521812547484967,1.5829908595329198,0.0013111908785521428,1.5670701792460857,0.8597949864254788,4.5703912810887686e-06,-8.057092780647348e-05,1.5660770655313856,-4.8205958885118826e-05,1.4165964835533242,0.7576114771890888,0.00591895406362792,1.9090881812119265,1.0594233114915335,-0.0006040289804050657,1.9466855526493834,0.6796513306522326,0.013291906999768566,1.8649049468997825,1.6834047270582133,0.006961146149269398,0.6488543899159364,8.508862309753994
2024-07-11,0,1,1,0.0012457445399927552,1.0518166962713198,1.3063970563493734,5.3488075636051736e-05,0.004133094725450078,0.8841569285376503,0.001990591669410083,1.6271548258538828,1.2929326205813554,9.706196761218384e-06,9.573258567111271e-06,0.8795390753344359,0.004019512615629606,1.4065650521651285,1.644420713798732,0.011582316622032997,1.6563387913645173,2.434281639081891,0.0013263589327543322,1.776319570004967,1.2240003502070316,0.008252283389023082,1.8420189765013124,1.774590539048825,0.007124487583282159,0.8676738382214891,6.900251566150689
2024-07-12,0,1,1,0.0040988285015187455,1.0013786455662874,3.4970495703087057,1.1106935350858353e-05,0.005106203710688363,0.6971813694083624,0.005462234664988424,1.562892795521371,2.301942065622109,-2.1765428247011423e-06,0.0001828685059261473,0.6960752078481384,0.011685371820704064,1.4408540688522649,3.579038100940579,0.020741941267228108,1.6036435174971932,6.301871550696666,-0.002207382175530933,1.7990312175560075,1.046186279918274,-3.2977845169430975e-05,1.9855345582710884,1.2732946689613365,0.00864333925455146,0.8666861187033648,7.939892033748275
2024-07-13,0,1,1,0.0028454602077382144,0.9453835387146563,1.912525207485768,1.5183507599245812e-05,0.005498548630689923,0.7559904022704069,-0.0012092518385552913,1.2051410279780594,0.9249262369544267,2.1708245178462266e-05,0.001554980170327062,0.7564263292687287,0.019542826347063932,1.8361047671676929,5.238612128560721,0.02176818866878473,1.6688753742487672,6.459254354255152,-0.004860711576912864,1.6093130662998725,0.6651760479826417,-0.004689299358458033,1.7308724871023913,0.7750523659618959,0.008242003244599836,0.8670951413178332,6.387931594156498
2024-07-14,0,1,1,0.009446395583725124,0.4304443119799729,1.7674982323276645,5.5079385066222614e-05,0.0007288368495727688,0.11910645234342317,0.012641700331674856,0.2063879132676157,1.5122722998568803,1.7654131424797535e-05,-0.0009509986460160209,0.11830065166211517,0.02610976275380858,0.5191503107037007,4.10546148515303,0.03635649478757016,-0.3181716445964484,3.68442640553869,0.002779385271001791,0.9870491960444051,1.623638054540116,-0.002801084343938262,1.59858040115362,1.618361348130142,0.01805940302324435,-0.300834326187807,1.300817394357829
2024-07-15,0,1,1,0.0030008238643815972,0.9243818438283752,1.4712755107586986,2.3860690174325492e-05,0.005862871577124857,0.07787035585144032,0.0031488456718347206,0.8663843884782446,1.0917129538752843,-3.458808132034188e-06,0.001207807890624572,0.07722476843458909,0.030654538346806554,0.09937557625143098,2.078850095498206,0.029171668755995934,-0.07982799656224882,1.6230567738877457,-0.001275348030323191,1.203563722133259,1.6489016122154152,-0.006582496307381173,1.3708545483513814,1.096629049846966,0.018236561194260426,-0.29804775112966037,0.5568101633060476
2024-07-16,0,1,1,0.00018130619223880734,1.0053237939327464,1.060851784745277,-2.2627841331731224e-05,0.006530073976822115,0.08941853294294089,-3.219147642148992e-05,0.9611642071149532,0.900355263506532,8.767440357119346e-06,0.0009116740322231801,0.08887238290462994,0.0425491295509738,-0.02298678014384163,3.482777210481686,0.02123704751564291,0.0917214473083061,1.3999106208793737,0.0008080159723101304,1.2640534714122813,4.161245663392664,-0.004118518207860567,1.36943191816559,1.353821504770843,0.007731378973958744,-0.1842254552268651,0.4004367170901165
2024-07-17,0,1,1,-0.0036425405375136582,1.087857284600996,0.4998749278209725,-8.405083580158225e-05,0.0083348884434706,0.1678943009581807,-0.003945403371105353,1.042198084876716,0.5222861802450617,4.05483931866295e-06,0.0010921845656997995,0.16926756469637538,0.05959642446943455,-0.44475015479302565,4.6691636315667955,0.012282371412042577,0.31795390303250687,1.1210745422509618,-0.0027929862056118616,1.3501198581324154,1.8638416858679019,-0.008812422213618954,1.478713870818466,0.8245977135428497,0.0035481019014198057,-0.07311908242555235,0.3657297912625525
2024-07-18,0,1,1,-0.0024196181553311127,1.0707728176550202,0.7196875821718105,-0.0002138335351166519,0.011210143226898391,0.1277921974013968,-0.004300970651986397,1.0584185233103958,0.5125187911640319,-4.05736967572493e-05,0.0020397012386402253,0.13196527919774279,0.03666827340459981,-0.00914079984630844,1.896488545899704,0.0018062659384002824,0.5360889046705795,0.6978142911664746,-0.005600544226514438,1.4067031252045368,1.19813790821187,0.003986696065333563,1.2017326502009582,3.3251339341494655,-3.9033218223206246e-05,0.012990251069546942,0.2230875629849547
2024-07-19,0,1,1,-0.003942601951574854,0.9848514628460289,0.42287004689493113,-0.00024366455450837638,0.013753665375636565,0.10204181831000095,-0.006442447973793921,1.0692419047639363,0.33958728737540367,-4.4650725616241146e-05,0.0021426736337537013,0.10513102973173497,0.03135738298691648,-0.09437350318142035,1.309033077388584,-0.006337382681078278,0.6917381942365085,0.35217559499389967,-0.006107120449119794,1.3896473742920963,1.4272080822107787,0.002230975420188245,1.2654751298686895,3.4932631795639484,-0.004040069742222515,0.07121953450740057,0.1095720933485532
2024-07-20,0,1,1,-0.0031067337770550006,0.9868227133992666,0.4821789744810151,-0.00022928151403384524,0.01356338642357565,0.11330752678187879,-0.004019954502604461,1.0909225553163373,0.5235357526057535,-4.286543920608612e-05,0.0018346319604355364,0.11673507805678293,0.022419214480732218,-0.18128415876879686,1.022055975736007,-0.012938724606944717,0.649059031941093,0.07951403867594727,0.004368746228619089,1.2128182556880622,2.7833753726582313,0.007181061517399088,1.2384343542098248,6.094932150554201,-0.005715716768347565,0.04637036546207889,0.10964432480567748
2024-07-21,0,1,1,-0.003892165135960843,0.9930132368090199,0.43756097835726143,-0.0002470895812466438,0.013944862374417393,0.1228246094139711,-0.0036055915397926915,1.0924817010836994,0.556487574387839,-2.5099728494601362e-05,0.0021818932699667806,0.12683861675696406,0.022839894118001733,-0.12784880952062372,1.1573675879426706,-0.006825511518210264,0.6873522145057827,0.16136160109738534,0.008391067743783325,1.2210651416978753,3.6025156772360893,0.012501204369343693,1.2224490209981012,8.144515884610033,-0.004493616389916956,0.061400867324926355,0.12406114588117403
2024-07-22,0,1,1,-0.0062762874208462435,0.7276314881935062,0.19382494891315644,-0.00014413463937987318,0.015022599034154002,0.3707225676105795,-0.005341415393451247,0.9892904833313272,0.19767087972666328,-1.663250917100445e-05,0.0018846128902342421,0.3760144717604951,0.021988638383352358,-0.4927173997166446,1.6786001310486742,-0.012788778740382749,1.1438179291206811,0.16317214064033558,0.005571866793307402,1.4797195796589706,2.4613267245858923,0.0062440806521576585,1.7573188630035572,3.006334626398075,-0.0062795972746622925,0.1659442904519728,0.20254677905178003
2024-07-23,0,1,1,0.0008936372435593011,0.40833984088990094,0.9592826230085605,-9.212854574107113e-05,0.012762600056579986,0.7714288250423731,-0.00012308218718796895,0.8201094406085224,0.8754427215165371,-3.095905740251178e-05,0.0019593344235159654,0.7766899284095783,0.005738579757533421,-0.06620887763641234,1.187095924736822,-0.01131519183705743,1.1273343686622004,0.17371266034255278,0.003634207033571447,1.6974684881102324,1.547794827084275,0.007791824216723434,1.7427857272735388,2.357111252766081,0.00014609089967620743,-0.033632533444771504,0.8089594453303793
2024-07-24,0,1,1,0.0013889989175729426,0.32075054932447905,0.7737213185780023,-4.827563274639531e-05,0.011633079215179185,0.4930149378413707,0.0007388578119806076,0.8164570930639167,0.9487782908210598,-7.90177294989093e-06,0.002091055964563951,0.4937912137223766,-0.0056749125837870906,0.5139201924154373,0.5737524134468762,-0.012769544462662031,1.3313045258704919,0.17245865095280818,0.004914547846766244,1.681612320788502,2.0673503707609826,0.010919003960769192,1.6501994747726294,4.113787536168917,0.0010870234435540198,-0.0667239388570352,0.602329855408182
